country_of_citizenship,class_of_admission,employer_state,us_economic_sector,case_status,foreign_worker_info_education,foreign_worker_info_major,case_received_date,decision_date,processing_days,application_year,application_month,application_quarter,application_dayofweek
INDIA,H-1B,WISCONSIN,UNKNOWN,CERTIFIED,MASTER'S,INFORMATION TECHNOLOGY,2014-01-27,2015-06-24,513,2014,1,1,0
INDIA,H-1B,TEXAS,UNKNOWN,DENIED,BACHELOR'S,INFORMATION TECHNOLOGY,2014-01-21,2015-07-23,548,2014,1,1,1
INDIA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,BACHELOR'S,ENGINEERING,2014-02-11,2015-07-20,524,2014,2,1,1
CANADA,L-1,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER SCIENCE,2014-02-06,2015-08-21,561,2014,2,1,3
CHINA,UNKNOWN,DISTRICT OF COLUMBIA,UNKNOWN,CERTIFIED,OTHER,GENERAL STUDIES,2014-02-27,2015-07-10,498,2014,2,1,3
INDIA,H-1B,TEXAS,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER ENGINEERING,2014-01-27,2015-07-01,520,2014,1,1,0
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING,2014-02-03,2015-07-16,528,2014,2,1,0
JAPAN,E-2,MICHIGAN,UNKNOWN,CERTIFIED,ASSOCIATE'S,CONTROL ENGINEERING,2014-02-07,2015-07-06,514,2014,2,1,4
PAKISTAN,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER SCIENCE,2014-02-07,2015-07-15,523,2014,2,1,4
INDIA,H-1B,NORTH CAROLINA,UNKNOWN,DENIED,BACHELOR'S,INFORMATION TECHNOGY,2014-02-06,2015-07-09,518,2014,2,1,3
BULGARIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,STATISTICS,2014-02-25,2015-07-09,499,2014,2,1,1
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,OCCUPATIONAL THERAPY,2014-02-25,2015-07-06,496,2014,2,1,1
INDIA,L-2,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-02-14,2015-07-09,510,2014,2,1,4
CHINA,UNKNOWN,SOUTH CAROLINA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-02-17,2015-07-16,514,2014,2,1,0
INDIA,H-1B,VIRGINIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-01-31,2015-06-12,497,2014,1,1,4
MOROCCO,UNKNOWN,MASSACHUSETTS,UNKNOWN,DENIED,MASTER'S,MARITIME LAW,2014-02-03,2014-12-30,330,2014,2,1,0
PAKISTAN,H-1B,TEXAS,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-05-07,2015-08-25,475,2014,5,2,2
PAKISTAN,F-1,MINNESOTA,UNKNOWN,DENIED,BACHELOR'S,INFORMATION SYSTEMS,2014-01-24,2015-06-24,516,2014,1,1,4
INDIA,L-1,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER APPLICATIONS,2014-02-05,2015-08-03,544,2014,2,1,2
INDIA,H-1B,CONNECTICUT,UNKNOWN,CERTIFIED,MASTER'S,DESIGN AND TECHNOLOGY,2014-03-19,2015-07-21,489,2014,3,1,2
ITALY,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER ENGINEERING,2014-02-11,2015-07-08,512,2014,2,1,1
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-03-25,2015-07-23,485,2014,3,1,1
GHANA,H-1B,RHODE ISLAND,UNKNOWN,CERTIFIED,DOCTORATE,PHARMACY,2014-03-18,2015-07-20,489,2014,3,1,1
KENYA,H-1B,RHODE ISLAND,UNKNOWN,CERTIFIED,DOCTORATE,PHARMACY,2014-03-20,2015-07-13,480,2014,3,1,3
CHINA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING,2014-02-18,2015-06-25,492,2014,2,1,1
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER MANAGEMENT / MIS,2014-03-14,2015-07-20,493,2014,3,1,4
SOUTH AFRICA,H-1B,NORTH CAROLINA,UNKNOWN,CERTIFIED,MASTER'S,SPECIAL EDUCATION,2014-01-23,2015-06-17,510,2014,1,1,3
SOUTH KOREA,B-1,CALIFORNIA,UNKNOWN,DENIED,OTHER,PLUMBING,2014-01-21,2015-06-30,525,2014,1,1,1
CHINA,H-1B,NEW YORK,UNKNOWN,CERTIFIED,MASTER'S,BUSINESS ADMINISTRATION,2014-02-21,2015-07-13,507,2014,2,1,4
CHINA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,DOCTORATE,COMPUTER SCIENCE,2014-01-31,2015-06-29,514,2014,1,1,4
TURKEY,F-1,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,CHEMICAL ENGINEERING,2014-01-28,2015-06-15,503,2014,1,1,1
INDIA,H-1B,NEW YORK,UNKNOWN,CERTIFIED,MASTER'S,MANUFACTURING MANAGEMENT,2014-01-29,2015-06-17,504,2014,1,1,2
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,COMMERCE,2014-01-27,2015-06-17,506,2014,1,1,0
CANADA,L-1,MASSACHUSETTS,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-01-30,2015-06-11,497,2014,1,1,3
CHINA,UNKNOWN,SOUTH CAROLINA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-02-06,2015-06-30,509,2014,2,1,3
CHINA,UNKNOWN,ALABAMA,UNKNOWN,CERTIFIED,HIGH SCHOOL,UNKNOWN,2014-01-21,2015-06-15,510,2014,1,1,1
INDIA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,MASTER'S,MECHANICAL ENGINEERING,2014-03-21,2015-07-23,489,2014,3,1,4
SOUTH KOREA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER SCIENCE,2014-01-30,2015-06-16,502,2014,1,1,3
INDIA,H-1B,MASSACHUSETTS,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER INFORMATION SYSTEMS,2014-02-03,2015-06-26,508,2014,2,1,0
GAMBIA,H-1B,TENNESSEE,UNKNOWN,CERTIFIED,MASTER'S,EDUCATION,2014-03-13,2015-07-09,483,2014,3,1,3
PHILIPPINES,L-1,TEXAS,UNKNOWN,DENIED,UNKNOWN,UNKNOWN,2014-01-28,2015-07-31,549,2014,1,1,1
VENEZUELA,H-1B,FLORIDA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-02-20,2015-07-09,504,2014,2,1,3
GUATEMALA,EWI,VIRGINIA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-16,2015-07-27,467,2014,4,2,2
INDIA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,ASSOCIATE'S,BUSINESS ADMINISTRATION,2014-04-07,2015-07-30,479,2014,4,2,0
PHILIPPINES,H-1B,NORTH DAKOTA,UNKNOWN,CERTIFIED,BACHELOR'S,MEDICAL TECHNOLOGY,2014-02-03,2015-07-09,521,2014,2,1,0
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-02-05,2015-08-11,552,2014,2,1,2
SOUTH KOREA,F-1,VIRGINIA,UNKNOWN,CERTIFIED,MASTER'S,MBA,2014-02-19,2015-07-10,506,2014,2,1,2
CANADA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,MARKETING,2014-03-28,2015-07-10,469,2014,3,1,4
CHINA,UNKNOWN,SOUTH CAROLINA,UNKNOWN,DENIED,HIGH SCHOOL,JUNIOR HIGH SCHOOL,2014-01-22,2015-08-07,562,2014,1,1,2
SOUTH KOREA,H-1B,GEORGIA,UNKNOWN,CERTIFIED,BACHELOR'S,BUSINESS ADMINISTRATION,2014-02-28,2015-07-06,493,2014,2,1,4
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,"CONCENTRATION IN PHYSICS, MATHEMATICS, AND CHEMISTRY",2014-02-11,2015-06-29,503,2014,2,1,1
TAIWAN,F-1,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,BUSINESS ADMINISTRATION,2014-02-14,2015-07-09,510,2014,2,1,4
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,SOFTWARE ENGINEERING,2014-01-28,2015-06-23,511,2014,1,1,1
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER ENGINEERING,2014-03-13,2015-07-16,490,2014,3,1,3
INDIA,H-1B,MASSACHUSETTS,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-01-23,2015-07-02,525,2014,1,1,3
CANADA,UNKNOWN,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,TRADITIONAL CHINESE MEDICINE,2014-01-22,2015-06-23,517,2014,1,1,2
UKRAINE,L-1,PENNSYLVANIA,UNKNOWN,CERTIFIED,MASTER'S,SOFTWARE ENGINEERING,2014-01-31,2015-06-23,508,2014,1,1,4
INDIA,H-1B,NEW JERSEY,UNKNOWN,DENIED,BACHELOR'S,COMPUTER SCIENCE,2014-01-13,2015-06-23,526,2014,1,1,0
INDIA,UNKNOWN,TEXAS,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER APPLICATIONS,2014-05-09,2015-08-20,468,2014,5,2,4
MEXICO,UNKNOWN,KANSAS,UNKNOWN,DENIED,UNKNOWN,UNKNOWN,2014-01-23,2015-06-30,523,2014,1,1,3
SOUTH KOREA,UNKNOWN,SOUTH CAROLINA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-01-21,2015-06-15,510,2014,1,1,1
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,BUSINESS ADMINISTRATION,2014-01-21,2015-07-13,538,2014,1,1,1
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,SOFTWARE ENGINEERING,2014-02-21,2015-07-16,510,2014,2,1,4
INDIA,H-1B,PENNSYLVANIA,UNKNOWN,CERTIFIED,OTHER,COMPUTER SOFTWARE SYSTEMS,2014-06-09,2015-09-02,450,2014,6,2,0
TAIWAN,H-1B,LOUISIANA,UNKNOWN,CERTIFIED,MASTER'S,CHEMISTRY,2014-01-29,2015-07-08,525,2014,1,1,2
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-02-25,2015-07-09,499,2014,2,1,1
INDIA,H-1B,MINNESOTA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-02-14,2015-07-07,508,2014,2,1,4
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER ENGINEERING,2014-02-18,2015-07-08,505,2014,2,1,1
CHINA,H-1B,RHODE ISLAND,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2013-10-18,2015-06-17,607,2013,10,4,4
PHILIPPINES,H-1B,VIRGINIA,UNKNOWN,CERTIFIED,DOCTORATE,EDUCATION - EDUCATIONAL MANAGEMENT,2014-02-04,2015-06-25,506,2014,2,1,1
INDIA,H-1B,MASSACHUSETTS,UNKNOWN,CERTIFIED,BACHELOR'S,INFORMATION TECHNOLOGY,2014-04-23,2015-08-10,474,2014,4,2,2
MEXICO,EWI,NEW YORK,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-01-22,2015-06-24,518,2014,1,1,2
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL AND COMPUTER ENGINEERING,2014-01-31,2015-06-15,500,2014,1,1,4
ARGENTINA,H-1B,FLORIDA,UNKNOWN,CERTIFIED,MASTER'S,BUSINESS ADMINISTRATION,2014-04-11,2015-08-03,479,2014,4,2,4
KENYA,H-1B,CALIFORNIA,UNKNOWN,DENIED,MASTER'S,BUSINESS ADMINISTRATION & MANAGEMENT,2014-01-24,2014-10-02,251,2014,1,1,4
CHINA,H-1B,PENNSYLVANIA,UNKNOWN,CERTIFIED,MASTER'S,FINANCIAL ENGINEERING,2014-02-28,2015-07-02,489,2014,2,1,4
MEXICO,UNKNOWN,NEW JERSEY,UNKNOWN,DENIED,HIGH SCHOOL,UNKNOWN,2014-01-28,2014-12-30,336,2014,1,1,1
INDIA,UNKNOWN,VIRGINIA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-02-06,2015-07-13,522,2014,2,1,3
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING,2014-03-07,2015-07-16,496,2014,3,1,4
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,MS ENGINEERING,2014-04-11,2015-08-07,483,2014,4,2,4
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,BUSINESS ADMINISTRATION,2014-02-02,2015-06-25,508,2014,2,1,6
CHINA,NOT IN USA,SOUTH CAROLINA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2013-11-14,2015-05-12,544,2013,11,4,3
CANADA,H-1B,NORTH CAROLINA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-03-07,2015-07-10,490,2014,3,1,4
INDIA,H-1B,NEW YORK,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER ENGINEERING,2014-03-19,2015-07-17,485,2014,3,1,2
GRENADA,H-1B,PENNSYLVANIA,UNKNOWN,CERTIFIED,BACHELOR'S,ACCOUNTING,2014-02-03,2015-07-09,521,2014,2,1,0
TAIWAN,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,ACUPUNCTURE AND ORIENTAL MEDICINE,2014-02-05,2015-07-07,517,2014,2,1,2
TURKEY,H-1B,OKLAHOMA,UNKNOWN,CERTIFIED,BACHELOR'S,CHEMISTRY,2014-03-12,2015-07-14,489,2014,3,1,2
CHINA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER INFORMATION SYSTEMS (COMPUTER APPLIED TECHNOLOGY),2014-03-20,2015-07-15,482,2014,3,1,3
INDIA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER ENGINEERING,2014-02-18,2015-06-25,492,2014,2,1,1
CHINA,H-1B,DISTRICT OF COLUMBIA,UNKNOWN,CERTIFIED,MASTER'S,ACCOUNTANCY,2014-02-14,2015-07-09,510,2014,2,1,4
SOUTH KOREA,F-1,NORTH CAROLINA,UNKNOWN,DENIED,UNKNOWN,UNKNOWN,2014-02-05,2015-06-29,509,2014,2,1,2
INDIA,H-1B,MASSACHUSETTS,UNKNOWN,CERTIFIED,BACHELOR'S,ELECTRONICS/ SCIENCE,2014-02-12,2015-07-09,512,2014,2,1,2
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,DOCTORATE,ELECTRICAL AND COMPUTER ENGINEERING,2013-10-18,2015-07-01,621,2013,10,4,4
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,BUSINESS ADMINISTRATION,2014-02-04,2015-07-14,525,2014,2,1,1
POLAND,B-2,NEW JERSEY,UNKNOWN,CERTIFIED,HIGH SCHOOL,TECHNICAL,2014-01-28,2015-07-06,524,2014,1,1,1
INDIA,H-1B,MASSACHUSETTS,UNKNOWN,CERTIFIED,BACHELOR'S,INFORMATION SYSTEMS,2014-03-31,2015-07-20,476,2014,3,1,0
PHILIPPINES,H-1B,KENTUCKY,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER SCIENCE,2014-10-31,2015-04-17,168,2014,10,4,4
INDIA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,MASTER'S,INDUSTRIAL ENGINEERING - STATISTICS,2014-03-18,2015-07-15,484,2014,3,1,1
JAPAN,UNKNOWN,CALIFORNIA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-02-28,2015-07-06,493,2014,2,1,4
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING,2014-02-05,2015-08-03,544,2014,2,1,2
SOUTH KOREA,F-1,TEXAS,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-03-03,2015-07-22,506,2014,3,1,0
SOUTH KOREA,UNKNOWN,ALABAMA,UNKNOWN,CERTIFIED,BACHELOR'S,INTERNATIONAL RELATIONS,2014-06-26,2015-08-28,428,2014,6,2,3
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,BUSINESS ADMINISTRATION,2013-10-18,2015-08-06,657,2013,10,4,4
CHINA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,DOCTORATE,ECONOMICS,2014-02-11,2015-07-07,511,2014,2,1,1
SOUTH KOREA,F-1,VIRGINIA,UNKNOWN,CERTIFIED,ASSOCIATE'S,JAPANESE,2014-02-12,2015-07-10,513,2014,2,1,2
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,BUSINESS ADMINISTRATION,2013-10-17,2015-06-18,609,2013,10,4,3
SOUTH KOREA,F-1,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,THEOLOGY,2014-03-12,2015-08-12,518,2014,3,1,2
GERMANY,H-1B,NEW YORK,UNKNOWN,CERTIFIED,MASTER'S,BUSINESS ADMINISTRATION,2014-01-29,2015-07-14,531,2014,1,1,2
INDIA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,MASTER'S,BUSINESS ADMINISTRATION,2014-01-27,2015-07-10,529,2014,1,1,0
CHINA,UNKNOWN,MICHIGAN,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-01-31,2015-06-18,503,2014,1,1,4
SOUTH KOREA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,COMMUNICATION MANAGEMENT,2014-02-12,2015-07-10,513,2014,2,1,2
INDIA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,MASTER'S,ENGINEERING,2014-02-04,2015-06-29,510,2014,2,1,1
MEXICO,TN,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER SYSTEMS ENGINEERING,2014-01-28,2015-06-19,507,2014,1,1,1
SOUTH KOREA,E-2,NORTH CAROLINA,UNKNOWN,DENIED,UNKNOWN,UNKNOWN,2014-02-06,2015-06-25,504,2014,2,1,3
SENEGAL,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,ECONOMICS,2014-01-24,2015-07-28,550,2014,1,1,4
LEBANON,H-1B,INDIANA,UNKNOWN,DENIED,BACHELOR'S,COMPUTER ENGINEERING AND INFORMATICS,2014-02-06,2015-08-19,559,2014,2,1,3
PORTUGAL,H-1B,NEW YORK,UNKNOWN,CERTIFIED,DOCTORATE,ECONOMICS,2014-01-08,2015-07-02,540,2014,1,1,2
INDIA,H-1B,WISCONSIN,UNKNOWN,CERTIFIED,MASTER'S,BUSINESS ADMINISTRATION,2014-03-07,2015-07-10,490,2014,3,1,4
INDIA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,MASTER'S,SOFTWARE ENGINEERING,2014-01-22,2015-07-10,534,2014,1,1,2
CHINA,UNKNOWN,ALABAMA,UNKNOWN,CERTIFIED,ASSOCIATE'S,FINANCE AND ACCOUNTING,2014-01-21,2015-06-15,510,2014,1,1,1
MEXICO,H-1B,TEXAS,UNKNOWN,CERTIFIED,BACHELOR'S,ENGINEERING,2014-02-04,2015-07-15,526,2014,2,1,1
INDIA,F-1,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,SOFTWARE ENGINEERING,2014-01-31,2015-06-16,501,2014,1,1,4
INDIA,H-1B,MASSACHUSETTS,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-02-20,2015-07-08,503,2014,2,1,3
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING,2014-01-22,2015-06-12,506,2014,1,1,2
SOUTH KOREA,UNKNOWN,ALABAMA,UNKNOWN,CERTIFIED,HIGH SCHOOL,UNKNOWN,2014-01-09,2015-06-22,529,2014,1,1,3
CHINA,UNKNOWN,ALABAMA,UNKNOWN,CERTIFIED,BACHELOR'S,ENGLISH LANGUAGE AND LITERATURE,2014-01-21,2015-06-12,507,2014,1,1,1
CHINA,UNKNOWN,ALABAMA,UNKNOWN,CERTIFIED,ASSOCIATE'S,TRADITIONAL CHINESE MEDICINE,2014-01-21,2015-06-29,524,2014,1,1,1
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,ASSOCIATE'S,COMPUTER SCIENCE,2014-02-18,2015-07-16,513,2014,2,1,1
INDIA,H-1B,MICHIGAN,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-02-13,2015-07-08,510,2014,2,1,3
TAIWAN,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,MASTER'S,STATISTICS,2014-01-29,2015-06-12,499,2014,1,1,2
CANADA,TN,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER ENGINEERING,2014-03-13,2015-07-22,496,2014,3,1,3
CHINA,H-1B,TEXAS,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING,2014-02-09,2015-06-30,506,2014,2,1,6
MEXICO,UNKNOWN,KANSAS,UNKNOWN,DENIED,UNKNOWN,UNKNOWN,2014-01-23,2015-06-24,517,2014,1,1,3
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,MARKETING,2014-02-05,2015-07-09,519,2014,2,1,2
MEXICO,EWI,CALIFORNIA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-02-18,2015-07-01,498,2014,2,1,1
INDIA,H-1B,NEW YORK,UNKNOWN,CERTIFIED,MASTER'S,BUSINESS ADMINISTRATION,2014-02-11,2015-07-10,514,2014,2,1,1
MALAYSIA,H-4,CALIFORNIA,UNKNOWN,CERTIFIED,ASSOCIATE'S,ELECTRICAL AND ELECTRONIC ENGINEERING,2014-02-06,2015-07-02,511,2014,2,1,3
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL AND COMPUTER ENGINEERING,2014-02-05,2015-07-08,518,2014,2,1,2
CHINA,H-1B,WASHINGTON,UNKNOWN,CERTIFIED,MASTER'S,BIOMEDICAL SCIENCE,2014-04-07,2015-08-05,485,2014,4,2,0
MEXICO,EWI,CALIFORNIA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-01-31,2015-06-25,510,2014,1,1,4
JAPAN,E-2,CALIFORNIA,UNKNOWN,DENIED,MASTER'S,BUSINESS ADMINISTRATION,2014-01-21,2014-10-09,261,2014,1,1,1
INDIA,F-1,TEXAS,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-01-21,2015-06-17,512,2014,1,1,1
INDIA,H-1B,MASSACHUSETTS,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-02-05,2015-07-08,518,2014,2,1,2
CHINA,UNKNOWN,ALABAMA,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING AND NEW TECHNOLOGY,2014-01-21,2015-06-15,510,2014,1,1,1
CHINA,UNKNOWN,ALABAMA,UNKNOWN,CERTIFIED,ASSOCIATE'S,MANAGEMENT OF COMMERCIAL ENTERPRISES,2014-01-21,2015-06-12,507,2014,1,1,1
CHINA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-03-31,2015-07-10,466,2014,3,1,0
PHILIPPINES,H-4,CALIFORNIA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-01-22,2015-07-02,526,2014,1,1,2
INDIA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,MASTER'S,BUSINESS ADMINISTRATION,2015-01-16,2015-07-30,195,2015,1,1,4
CHINA,UNKNOWN,WASHINGTON,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-01-23,2015-06-12,505,2014,1,1,3
CHINA,UNKNOWN,ALABAMA,UNKNOWN,CERTIFIED,ASSOCIATE'S,COMPUTER SCIENCE AND TECHNOLOGY,2014-01-21,2015-06-29,524,2014,1,1,1
CHINA,UNKNOWN,ALABAMA,UNKNOWN,CERTIFIED,ASSOCIATE'S,COMPUTERIZED ACCOUNTING,2014-01-21,2015-06-29,524,2014,1,1,1
SOUTH KOREA,H-4,ALABAMA,UNKNOWN,CERTIFIED,BACHELOR'S,ENGLISH LANGUAGE EDUCATION,2014-01-21,2015-06-30,525,2014,1,1,1
NEPAL,H-1B,TEXAS,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING,2014-01-21,2015-06-25,520,2014,1,1,1
CHINA,F-1,ALABAMA,UNKNOWN,CERTIFIED,BACHELOR'S,FILM AND TELEVISION PRODUCTION,2014-01-21,2015-06-15,510,2014,1,1,1
TAIWAN,H-1B,MICHIGAN,UNKNOWN,CERTIFIED,MASTER'S,APPLIED ECONOMICS,2014-02-12,2015-07-28,531,2014,2,1,2
INDIA,H-1B,TEXAS,UNKNOWN,CERTIFIED,BACHELOR'S,ELECTRONICS AND COMMUNICATION ENGINEERING,2014-01-30,2015-06-29,515,2014,1,1,3
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,ELECTRONIC ENGINEERING,2014-03-04,2015-07-20,503,2014,3,1,1
BOLIVIA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,MASTER'S,FINANCE,2014-01-31,2015-06-18,503,2014,1,1,4
CHINA,UNKNOWN,ALABAMA,UNKNOWN,CERTIFIED,HIGH SCHOOL,UNKNOWN,2014-01-21,2015-06-12,507,2014,1,1,1
CHINA,UNKNOWN,ALABAMA,UNKNOWN,CERTIFIED,MASTER'S,EDUCATION,2014-01-21,2015-06-12,507,2014,1,1,1
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,BACHELOR'S,ENGINEERING,2013-10-17,2015-06-18,609,2013,10,4,3
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING,2014-02-27,2015-07-16,504,2014,2,1,3
MEXICO,EWI,NEW YORK,UNKNOWN,CERTIFIED,HIGH SCHOOL,UNKNOWN,2014-02-25,2015-08-03,524,2014,2,1,1
INDIA,H-1B,MICHIGAN,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER SCIENCE ENGINEERING,2014-02-10,2015-07-09,514,2014,2,1,0
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING,2014-03-06,2015-07-17,498,2014,3,1,3
INDONESIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING,2014-02-09,2015-06-30,506,2014,2,1,6
INDIA,H-4,FLORIDA,UNKNOWN,CERTIFIED,MASTER'S,CIVIL ENGINEERING,2014-01-28,2015-07-09,527,2014,1,1,1
INDIA,H-1B,GEORGIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER COMMUNICATIONS,2014-04-03,2015-08-03,487,2014,4,2,3
